TransactionAmount,CountryRiskScore,TransactionsPerDay,AccountAgeMonths,CrossBorderFlag,SanctionFlag,PEPFlag,DeviceChangeFlag,Is_Laundering
15622.42,5,9,1,0,0,0,1,0
6814.41,3,5,74,0,0,0,0,0
19505.51,1,7,5,1,0,0,0,0
35556.48,2,15,35,0,0,0,0,0
3892.94,4,11,47,1,0,1,0,1
34200.78,5,7,105,1,0,0,0,0
26232.47,5,14,27,0,1,0,0,1
64875.25,5,21,118,1,0,0,0,1
9402.26,3,9,52,0,0,0,0,0
8439.63,4,9,20,0,0,0,0,0
13379.71,4,15,75,1,0,0,0,0
24691.93,1,8,47,0,0,0,0,0
9140.1,2,10,49,0,0,0,0,0
25877.45,2,16,117,0,0,0,0,0
11111.17,5,10,55,0,0,0,0,0
43668.29,2,9,35,0,0,0,0,0
11604.37,3,13,24,0,0,0,0,0
43267.66,1,12,10,0,0,0,0,0
30648.97,3,8,63,1,0,0,0,0
774.33,2,8,105,0,0,0,0,0
3523.73,2,11,36,1,0,0,0,0
67985.48,4,11,90,0,0,0,1,1
7236.07,3,9,107,0,0,0,0,0
6246.36,3,9,47,0,0,0,0,0
9461.75,3,10,84,1,0,0,1,0
69168.08,3,16,32,0,0,0,0,1
6556.13,4,10,34,0,0,0,1,0
42454.72,1,11,43,0,0,0,0,0
25562.66,5,16,49,0,0,0,0,1
18972.28,4,11,56,1,0,0,0,0
26345.06,3,14,7,0,0,0,0,0
17489.5,5,11,14,0,0,0,0,0
89430.86,3,15,35,0,0,0,1,0
30413.42,4,11,6,1,0,0,0,0
23002.09,2,12,92,0,0,0,0,0
47484.2,3,11,109,0,0,0,0,0
25643.95,3,10,113,0,0,0,0,0
20357.83,2,8,37,0,0,0,0,0
16519.52,4,11,54,0,0,0,0,0
2385.3,1,9,2,0,0,0,0,0
2540.83,3,9,104,1,0,0,0,0
22918.31,4,15,7,0,0,0,0,0
37607.84,3,15,23,0,0,0,0,0
16128.7,3,13,54,0,0,0,0,0
15224.33,3,11,47,1,0,0,0,0
7600.68,5,10,58,0,0,1,1,0
4185.07,5,7,46,1,0,0,1,0
23897.95,2,12,111,1,0,0,0,0
64401.61,1,14,106,1,0,0,1,0
9720.5,4,15,77,1,0,0,0,0
23400.99,5,4,71,0,0,0,0,0
127058.87,3,13,75,0,0,0,0,0
45072.61,1,16,20,1,0,0,0,1
28620.61,4,11,89,0,0,0,1,0
18854.18,4,14,2,0,0,0,0,0
17073.11,2,6,4,0,0,0,0,0
6315.39,1,6,91,1,0,0,0,0
2333.04,1,8,25,1,0,0,0,0
13596.69,2,10,85,0,0,0,1,0
2850.05,3,9,18,0,0,0,0,0
40285.4,5,10,97,1,0,0,0,1
21292.54,1,11,71,0,0,0,0,0
19582.29,5,10,38,0,0,0,0,0
7572.63,4,7,48,1,0,0,0,0
29803.44,3,10,21,0,0,0,0,0
22429.77,5,4,64,0,0,0,0,0
7902.28,1,10,86,0,0,0,0,0
18681.32,1,13,11,0,0,0,0,0
29466.46,2,9,31,0,0,0,0,0
13905.13,3,9,41,0,0,0,0,0
4729.21,2,8,37,0,0,0,0,0
22701.12,3,15,20,0,0,0,1,0
23262.2,3,13,26,0,0,0,1,0
26903.89,3,15,44,0,0,0,0,0
40253.78,5,22,26,0,0,0,0,1
4994.89,3,9,1,0,0,0,1,0
8284.3,4,12,17,0,0,0,0,0
30556.06,1,7,110,0,0,0,0,0
3081.62,1,8,39,0,0,0,0,0
27704.3,1,11,83,0,0,0,1,0
3494.6,2,6,104,0,0,0,0,0
13274.04,4,6,106,0,0,0,0,0
6470.03,1,10,20,0,0,1,1,0
3518.89,5,12,104,0,0,0,0,0
41472.99,5,7,63,0,0,0,0,1
35872.29,2,18,96,1,0,0,0,0
22395.22,4,12,8,1,0,0,0,0
19770.22,5,12,21,1,0,0,0,0
164731.15,1,10,94,0,0,0,0,0
16850.48,5,7,58,0,0,0,0,0
8839.86,5,20,103,1,0,0,0,1
6071.35,4,8,22,1,0,0,0,0
5051.01,5,10,107,0,0,0,0,0
14758.43,4,14,59,0,0,0,1,0
6839.98,4,12,96,0,0,0,0,0
56244.2,5,11,81,0,0,0,0,1
7616.89,1,8,92,0,0,0,1,0
7298.44,2,11,54,0,0,0,0,0
9058.04,5,8,13,0,0,0,0,0
70077.96,5,14,68,1,0,1,0,1
5885.49,4,7,42,0,0,0,0,0
5590.49,2,9,69,1,0,0,0,0
7572.73,2,11,4,1,0,0,1,0
13303.08,4,14,75,1,0,0,0,0
11546.91,3,8,23,0,0,0,0,0
5682.66,1,15,77,1,0,0,0,0
6692.7,3,10,34,0,0,0,0,0
8049.12,4,8,99,0,0,0,0,0
6896.66,3,15,114,0,0,0,1,0
12668.99,3,8,75,0,0,1,0,0
18479.93,4,11,81,0,0,0,1,0
3238.29,3,7,112,1,0,0,0,0
67552.79,2,9,65,0,0,0,0,0
17746.88,3,6,92,0,0,0,0,0
5534.5,3,8,54,0,0,0,0,0
7630.58,1,18,40,0,0,0,0,0
26391.91,2,9,20,0,0,0,0,0
6854.65,4,12,50,0,0,0,1,0
1235.34,2,9,68,0,0,0,0,0
3027.0,3,9,26,0,0,0,1,0
14177.26,5,14,111,1,0,0,0,0
20288.7,1,6,32,0,0,0,0,0
4942.36,4,12,64,0,0,0,0,0
6900.98,2,7,59,1,0,0,0,0
7154.25,2,14,76,0,0,0,1,0
39947.26,4,11,117,0,0,0,0,1
4929.49,5,13,16,0,0,0,0,0
4337.58,4,6,57,0,0,0,0,0
7734.75,1,16,44,1,0,0,0,0
3931.46,1,11,104,0,0,0,1,0
9064.62,5,10,4,0,0,0,0,0
7059.72,3,11,6,1,0,0,0,0
2377.84,5,11,90,0,0,0,0,0
44154.13,5,9,97,0,0,0,0,1
21582.67,2,11,79,0,0,0,0,0
8782.15,1,9,50,1,0,0,0,0
59046.16,2,11,77,0,0,0,0,0
23609.75,5,9,43,0,0,0,0,0
6866.34,3,16,5,0,0,0,0,0
8464.27,4,10,8,0,0,0,0,0
19633.0,5,9,39,0,0,0,0,0
14888.56,1,6,84,0,0,1,0,0
57194.17,2,10,36,0,0,0,0,0
15914.81,3,11,9,0,0,0,0,0
8167.31,5,8,88,0,0,0,0,0
10309.42,5,9,33,0,0,0,0,0
3899.68,3,8,45,0,0,0,0,0
21886.54,1,11,38,0,0,0,0,0
12071.03,3,14,110,1,0,0,0,0
19061.54,3,11,84,0,0,0,0,0
58967.54,5,15,7,0,0,0,0,1
3290.21,3,3,44,0,0,0,0,0
2166.49,5,8,31,1,0,0,0,0
2385.08,5,16,5,0,0,0,0,1
2035.05,1,11,68,0,0,0,0,0
9028.03,3,6,44,1,0,0,0,0
2742.7,3,12,45,0,0,1,0,0
27568.34,2,10,49,1,0,0,0,0
6207.66,4,10,100,0,0,0,0,0
4620.72,3,14,10,0,0,0,0,0
7628.28,4,7,10,0,0,0,0,0
3805.71,5,6,74,0,0,0,0,0
6111.82,5,10,24,0,0,0,1,0
5774.95,5,14,8,0,0,0,0,0
55265.4,3,15,9,0,0,0,0,0
6162.43,1,9,32,0,0,0,0,0
33032.26,3,9,102,1,0,0,1,0
21806.21,3,11,27,0,0,0,0,0
70979.03,2,15,99,0,0,0,0,0
15637.66,1,11,88,1,0,0,0,0
13521.02,3,6,73,0,0,0,0,0
3531.46,3,8,41,0,0,0,0,0
22685.31,2,9,81,0,0,0,0,0
36956.11,2,10,112,0,0,0,0,0
32226.95,4,11,71,0,0,0,0,0
91791.63,2,11,111,0,0,0,0,0
10335.87,3,4,49,0,0,0,0,0
38902.94,2,8,33,0,0,0,0,0
12475.57,4,11,102,0,0,0,0,0
7191.97,5,13,60,1,0,0,0,0
7078.93,1,16,78,0,0,0,0,0
16652.4,1,11,16,1,0,0,0,0
13166.46,2,12,72,0,0,0,1,0
17692.32,1,12,5,0,0,0,0,0
15268.33,5,12,56,0,0,0,0,0
60374.97,3,9,103,1,0,0,0,0
9219.67,1,18,86,0,0,0,0,0
14760.47,1,11,87,0,0,0,0,0
6640.52,5,10,49,0,0,0,0,0
9811.47,3,9,42,0,0,0,0,0
126569.33,2,11,75,0,0,0,0,0
10516.94,4,10,114,1,0,0,0,0
5135.8,5,9,57,0,0,0,1,0
47754.34,2,12,28,0,0,0,0,0
25463.35,5,12,60,1,0,0,0,0
33519.24,2,5,12,0,0,0,0,0
17157.56,2,10,108,0,0,0,0,0
48857.07,5,10,16,0,0,0,0,1
11639.88,3,12,82,0,1,0,0,0
5544.16,2,5,107,0,0,0,0,0
27714.47,3,9,11,0,0,0,0,0
34554.48,5,13,15,1,0,0,0,0
16500.91,5,10,87,0,0,0,0,0
9429.55,2,12,78,0,0,0,0,0
14721.59,3,14,48,0,0,0,0,0
8478.3,3,14,70,0,0,1,0,0
1805.49,3,16,50,0,0,0,0,0
22178.55,1,9,48,0,0,0,0,0
1122.25,4,12,103,0,0,0,1,0
14299.92,2,9,102,0,0,0,0,0
20717.67,3,12,84,0,0,0,0,0
19336.68,5,11,11,0,0,0,0,0
34975.86,2,12,6,0,0,0,0,0
43853.68,3,10,89,0,0,0,0,0
6428.29,4,11,40,0,0,0,0,0
37954.15,4,7,8,1,0,0,0,1
5304.57,1,14,85,0,0,0,0,0
59969.06,1,11,51,0,0,0,0,0
7664.78,4,18,10,1,0,0,0,1
19883.85,3,12,45,0,0,0,0,0
18079.01,4,9,59,0,0,0,0,0
84684.36,5,8,46,0,0,1,0,1
3455.21,1,12,26,0,0,0,0,0
17052.35,4,8,76,1,0,0,0,0
21509.09,3,12,44,1,0,0,0,0
10456.19,2,10,86,0,0,0,0,0
24125.2,5,15,21,0,0,0,0,0
14976.43,4,9,118,0,0,0,0,0
18316.56,3,14,44,0,0,0,1,0
5432.36,4,18,53,0,0,0,1,1
54114.94,4,7,68,0,0,1,0,1
3516.57,2,16,63,1,0,1,0,1
9856.89,3,9,4,0,0,0,0,0
9515.71,3,11,75,0,0,0,1,0
6104.21,4,7,92,1,0,0,1,0
8354.52,3,14,86,0,0,0,0,0
10094.57,3,9,112,0,0,0,1,0
33921.34,5,16,47,0,0,0,0,1
20577.16,5,10,3,1,0,1,0,1
102600.34,3,12,6,0,0,0,0,0
6092.69,4,13,72,0,0,0,1,0
96842.47,1,13,55,0,0,0,0,0
42211.76,1,12,81,0,0,0,0,0
20851.3,4,7,56,0,0,0,1,0
27927.22,3,8,86,0,0,0,1,0
44965.49,4,3,27,0,0,1,0,1
37091.62,5,11,1,0,0,0,0,0
18308.9,4,15,106,1,0,0,0,0
7660.38,5,7,53,0,0,0,0,0
11554.75,3,9,106,0,0,0,0,0
4029.15,4,11,42,0,0,1,0,0
18199.0,5,8,67,0,0,0,0,0
13445.71,2,9,110,1,0,0,0,0
8968.74,4,12,54,0,0,0,0,0
7146.84,2,11,49,0,0,0,0,0
93089.6,3,9,32,0,0,0,0,0
13418.05,1,13,90,0,0,0,0,0
8199.77,2,9,118,0,0,0,0,0
2591.26,3,4,86,0,0,0,0,0
34858.78,4,14,70,0,0,0,0,0
6734.69,4,19,80,1,0,0,0,1
15780.43,5,17,22,0,0,0,0,1
3935.86,3,10,18,0,0,0,0,0
9797.31,3,15,78,0,0,0,0,0
44073.97,4,16,52,0,0,0,0,1
26202.05,2,16,22,0,0,0,1,0
3394.23,4,11,103,0,0,0,0,0
15000.58,3,12,97,1,0,0,0,0
4024.25,1,10,117,1,0,0,0,0
28813.11,4,10,56,1,0,0,0,0
49230.56,1,12,105,1,0,0,0,0
12162.69,3,12,24,0,0,0,0,0
45172.93,1,8,80,0,0,0,0,0
59969.98,3,14,51,0,0,0,0,0
67630.59,5,8,4,0,0,0,1,1
12269.21,1,6,53,0,0,0,1,0
12502.82,3,10,42,1,0,0,0,0
2355.31,5,14,60,0,1,0,1,1
23761.78,5,8,96,0,0,0,0,0
12792.89,3,13,21,0,0,0,1,0
14585.0,2,8,111,0,0,0,0,0
54007.09,4,7,86,0,0,0,0,1
14691.39,3,11,46,0,0,0,0,0
15017.0,1,5,20,0,0,0,0,0
7780.09,3,8,11,0,0,0,1,0
11667.32,3,13,98,1,0,0,0,0
4316.8,5,15,49,0,0,0,0,0
6989.39,4,6,84,0,0,0,1,0
800.94,1,6,87,0,0,1,0,0
14010.77,4,9,112,1,0,0,0,0
22698.07,2,8,97,0,0,0,0,0
25252.33,1,13,99,0,0,0,0,0
7577.36,2,8,31,0,1,0,0,0
14320.64,3,6,110,0,0,0,0,0
2076.77,4,9,11,0,1,0,0,1
6872.6,3,15,9,0,0,0,0,0
11040.02,5,12,79,0,0,0,1,0
27331.3,2,9,108,0,0,0,0,0
2489.07,4,9,25,0,0,0,0,0
4223.71,4,10,48,0,0,0,0,0
5115.89,4,13,22,0,0,0,0,0
24781.69,3,6,103,1,0,0,0,0
30909.49,1,12,56,0,0,0,0,0
14142.09,5,9,63,0,0,0,0,0
5176.43,1,17,66,1,0,0,1,0
30786.48,3,9,100,1,0,0,0,0
35728.1,4,7,76,0,0,0,0,0
114709.98,2,12,95,0,0,0,0,0
18642.21,2,13,10,1,0,0,0,0
4019.92,5,11,20,0,0,0,0,0
17635.7,2,10,87,0,0,0,0,0
2516.27,2,11,59,1,0,0,1,0
23905.11,1,11,29,1,0,0,0,0
11509.86,4,11,43,0,0,0,0,0
9220.4,5,8,43,0,0,0,0,0
15605.65,3,16,97,1,0,0,0,0
9880.43,2,6,73,1,0,0,0,0
563.06,5,8,50,0,0,0,0,0
8052.12,4,9,48,0,0,0,0,0
3925.67,2,9,36,1,0,0,0,0
80367.91,3,15,102,1,0,0,0,0
30825.01,3,11,106,0,0,0,0,0
33966.3,1,13,32,0,0,0,0,0
40287.69,4,16,113,0,0,0,0,1
8119.32,4,11,22,0,0,0,0,0
2538.65,5,11,3,1,0,1,0,1
16044.46,3,9,111,1,0,1,0,0
18628.73,3,10,24,0,0,0,0,0
9917.62,4,9,56,0,0,0,1,0
22625.71,2,8,100,0,0,0,1,0
17222.09,5,13,105,0,1,0,1,1
5704.3,4,9,90,1,0,0,0,0
58659.72,1,5,105,1,0,0,0,0
17719.69,2,13,89,0,0,0,1,0
32334.49,3,9,114,0,0,0,0,0
12765.0,3,15,1,0,0,0,0,0
9905.46,3,12,11,0,0,0,0,0
14610.55,4,18,38,0,0,0,1,1
93325.11,1,7,108,0,0,0,0,0
27937.11,4,9,116,1,0,0,0,0
9886.48,3,4,76,0,0,0,0,0
8882.06,3,7,115,0,0,0,0,0
23460.28,5,11,104,0,0,0,0,0
2725.1,2,20,79,0,0,0,1,0
5639.56,3,12,100,0,1,0,0,0
36894.56,5,12,63,1,0,0,0,0
11131.18,5,8,26,0,0,0,1,0
19113.83,2,15,13,0,0,0,0,0
1588.86,3,8,19,0,0,0,0,0
5936.6,1,9,62,1,0,0,0,0
12220.71,2,10,35,1,0,0,0,0
14993.24,5,10,37,0,0,0,1,0
2874.6,4,7,48,0,0,0,1,0
8682.01,3,13,39,0,0,0,0,0
8781.56,2,14,96,0,0,0,1,0
27787.13,1,13,97,1,0,0,0,0
11894.62,3,5,28,0,0,0,1,0
9026.99,3,14,104,0,0,0,0,0
3371.27,5,9,31,0,0,0,0,0
44406.03,1,9,117,0,0,0,0,0
14346.58,2,7,38,0,0,0,0,0
8440.62,4,7,69,0,0,1,1,0
3656.39,3,7,45,0,0,0,1,0
43493.37,2,4,79,0,0,0,1,0
18083.82,4,13,118,1,0,0,0,0
14517.08,5,11,49,0,0,0,0,0
6819.39,5,5,59,0,0,0,0,0
11665.17,3,7,51,0,0,0,0,0
4373.98,2,22,31,0,0,0,0,0
4254.11,5,8,30,0,1,0,0,1
18275.89,3,5,50,1,0,0,0,0
42564.79,2,10,93,0,0,0,1,0
15190.72,1,9,6,0,0,0,1,0
23202.28,5,10,71,0,0,0,1,0
18319.17,4,15,90,0,0,0,0,0
5631.54,3,13,113,0,0,0,0,0
15614.55,3,6,34,0,0,0,0,0
4950.29,4,10,63,0,0,0,0,0
3780.88,5,6,94,1,0,0,0,0
20604.52,2,8,100,0,0,0,0,0
29277.68,2,13,104,1,0,0,0,0
5611.92,3,17,15,0,0,0,0,0
8533.13,2,14,106,1,0,0,0,0
16542.39,1,16,37,0,0,0,0,0
59764.07,3,8,68,0,0,0,1,0
5001.79,2,7,26,0,0,0,0,0
5472.01,3,18,9,0,0,0,0,0
19437.51,3,14,78,0,0,0,0,0
2345.09,5,16,33,0,0,0,1,1
25646.8,4,12,5,0,0,0,0,0
29151.46,5,10,32,0,0,0,0,0
75836.21,3,11,113,1,0,0,0,0
10328.41,1,14,61,0,0,0,0,0
8153.62,4,10,7,0,0,0,1,0
6864.8,2,14,108,1,0,0,0,0
24601.14,4,11,113,0,0,0,0,0
10764.98,1,14,9,1,0,0,1,0
15168.34,4,8,106,0,0,0,0,0
42576.37,3,6,109,0,0,0,0,0
18317.27,5,10,98,0,0,0,0,0
28747.69,4,13,52,1,0,0,0,0
75384.82,1,8,104,1,0,0,0,0
9160.95,5,7,32,1,1,1,0,1
7406.12,3,9,89,0,0,0,0,0
8626.36,3,5,98,0,0,0,0,0
3969.35,4,10,35,0,0,0,0,0
15428.09,2,8,49,0,0,0,0,0
10316.4,3,14,65,0,0,0,0,0
